TEN,NP,NOC,HHT,LNGI,ELEP,VEH,HINCP,RNTP,PUMA,COST_BURDALL,RMSP
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,150.0,2.0,86000.0,670.0,Charlotte City (Northwest),0.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,90.0,2.0,61800.0,1000.0,Mecklenburg County (South)--Matthews Town (South),0.0,1
Rented,3,0.0,Nonfamily household: Male householder: Not living alone,1.0,80.0,3.0,104020.0,850.0,Charlotte City (Central),0.0,6
Rented,2,0.0,Married couple household,1.0,100.0,1.0,120800.0,1500.0,Charlotte City (Central),0.0,3
Rented,2,0.0,"Other family household: Male householder, no spouse present",2.0,110.0,5.0,54000.0,1000.0,Charlotte City (Central),0.0,4
Rented,5,3.0,Married couple household,1.0,150.0,1.0,36000.0,850.0,Charlotte City (Northwest),1.0,5
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,300.0,2.0,26000.0,840.0,Charlotte City (Northwest),1.0,5
Rented,3,1.0,Married couple household,1.0,80.0,2.0,100000.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,50000.0,1100.0,Charlotte City (South),0.0,4
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,270.0,1.0,52200.0,110.0,Charlotte City (Northwest),0.0,4
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,110.0,2.0,107000.0,1600.0,Charlotte City (Southwest),0.0,6
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,100.0,1.0,30000.0,700.0,Charlotte City (Northeast),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,22000.0,830.0,Charlotte City (Southwest),1.0,6
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,120.0,2.0,151300.0,1200.0,Charlotte City (Central),0.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,2.0,40.0,0.0,11400.0,620.0,Charlotte City (Central),1.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,90.0,2.0,122000.0,1700.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,15900.0,550.0,Charlotte City (Central),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,10000.0,850.0,Charlotte City (Southwest),1.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,50.0,2.0,119500.0,1400.0,Charlotte City (Central),0.0,3
Rented,3,0.0,Married couple household,1.0,90.0,2.0,90170.0,1200.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,73000.0,1400.0,Charlotte City (Central),0.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,40000.0,1200.0,Charlotte City (Central),1.0,1
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,84800.0,1100.0,Charlotte City (South),0.0,8
Rented,4,2.0,Married couple household,1.0,100.0,1.0,117000.0,1500.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,6
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,60.0,3.0,120000.0,1400.0,Charlotte City (Southwest),0.0,6
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,150.0,1.0,61330.0,880.0,Charlotte City (Northeast),0.0,6
Rented,3,0.0,Married couple household,1.0,100.0,3.0,116800.0,1600.0,Mecklenburg County (South)--Matthews Town (South),0.0,5
Rented,4,2.0,Married couple household,2.0,120.0,1.0,22000.0,100.0,Charlotte City (Central),0.0,3
Rented,3,1.0,"Other family household: Male householder, no spouse present",1.0,200.0,1.0,205000.0,2100.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,190.0,2.0,24400.0,700.0,Charlotte City (Northeast),1.0,4
Rented,4,1.0,Married couple household,1.0,150.0,1.0,55170.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,30000.0,800.0,Charlotte City (Northeast),1.0,3
Rented,4,2.0,Married couple household,2.0,170.0,1.0,12000.0,780.0,Charlotte City (Northwest),1.0,4
Rented,2,0.0,Married couple household,1.0,50.0,2.0,133600.0,1300.0,Mecklenburg County (South)--Matthews Town (South),0.0,2
Rented,4,1.0,"Other family household: Female householder, no spouse present",1.0,180.0,2.0,79000.0,1300.0,Charlotte City (Northeast),0.0,5
Rented,6,4.0,Married couple household,1.0,120.0,2.0,0.0,610.0,Charlotte City (Northwest),1.0,7
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,180.0,2.0,45000.0,650.0,Charlotte City (Northwest),0.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,80.0,3.0,87000.0,1500.0,Mecklenburg County (South)--Matthews Town (South),0.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,110.0,2.0,74600.0,1100.0,Charlotte City (Central),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,30400.0,580.0,Charlotte City (Northeast),0.0,2
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,70.0,2.0,28400.0,1000.0,Charlotte City (South),1.0,6
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,320.0,1.0,76500.0,840.0,Charlotte City (Northwest),0.0,4
Rented,2,0.0,Married couple household,1.0,90.0,2.0,100400.0,1400.0,Charlotte City (South),0.0,7
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,20.0,3.0,115000.0,1400.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,40.0,1.0,50000.0,1700.0,Charlotte City (South),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,2.0,70.0,0.0,6000.0,90.0,Charlotte City (Northeast),1.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,70.0,2.0,82600.0,1400.0,Charlotte City (Central),0.0,6
Rented,3,0.0,Married couple household,1.0,100.0,1.0,24000.0,700.0,Charlotte City (Central),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,90.0,2.0,30000.0,800.0,Charlotte City (Northeast),1.0,3
Rented,5,3.0,"Other family household: Female householder, no spouse present",1.0,130.0,2.0,20500.0,800.0,Charlotte City (Northwest),1.0,7
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,0.0,11900.0,230.0,Charlotte City (Northeast),0.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,30000.0,770.0,Charlotte City (Northeast),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,130.0,1.0,42000.0,1300.0,Charlotte City (Southwest),1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,65000.0,1300.0,Charlotte City (Central),0.0,2
Rented,5,0.0,"Other family household: Male householder, no spouse present",2.0,130.0,1.0,59300.0,800.0,Charlotte City (Northeast),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,25200.0,930.0,Charlotte City (Southwest),1.0,5
Rented,2,0.0,Married couple household,1.0,60.0,2.0,88220.0,1500.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,6
Rented,2,0.0,Married couple household,1.0,100.0,2.0,85000.0,2100.0,Charlotte City (Southwest),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,70000.0,1600.0,Charlotte City (Southwest),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,200000.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,3
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,90.0,1.0,37000.0,830.0,Charlotte City (Northeast),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,50000.0,800.0,Mecklenburg County (South)--Matthews Town (South),0.0,3
Rented,3,0.0,Nonfamily household: Female householder: Not living alone,1.0,130.0,3.0,56500.0,1400.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,7
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,100.0,2.0,42000.0,1300.0,Charlotte City (Central),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,12000.0,250.0,Charlotte City (Central),1.0,3
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,150.0,1.0,54000.0,950.0,Charlotte City (Northeast),0.0,6
Rented,2,0.0,Married couple household,1.0,90.0,2.0,150000.0,1300.0,Charlotte City (Northwest),0.0,5
Rented,7,6.0,"Other family household: Female householder, no spouse present",1.0,330.0,2.0,9330.0,370.0,Charlotte City (Northwest),1.0,5
Rented,4,1.0,"Other family household: Female householder, no spouse present",1.0,50.0,0.0,17780.0,500.0,Charlotte City (Southwest),1.0,6
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,2.0,100.0,1.0,21300.0,890.0,Charlotte City (Southwest),1.0,4
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,110.0,1.0,57700.0,700.0,Charlotte City (Northeast),0.0,4
Rented,2,1.0,"Other family household: Male householder, no spouse present",1.0,100.0,1.0,30000.0,1000.0,Mecklenburg County (South)--Matthews Town (South),1.0,4
Rented,4,2.0,Married couple household,2.0,70.0,1.0,22000.0,830.0,Charlotte City (Northeast),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,80000.0,690.0,Charlotte City (Northwest),0.0,3
Rented,5,3.0,"Other family household: Male householder, no spouse present",2.0,70.0,2.0,35000.0,1100.0,Charlotte City (Southwest),1.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,230.0,2.0,130000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,120.0,2.0,58000.0,500.0,Charlotte City (Southwest),0.0,4
Rented,4,2.0,Married couple household,1.0,100.0,2.0,90000.0,1400.0,Mecklenburg County (South)--Matthews Town (South),0.0,5
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,160.0,1.0,21700.0,210.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,100.0,1.0,25000.0,650.0,Charlotte City (Central),1.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,50.0,2.0,80000.0,1800.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,120500.0,2800.0,Charlotte City (Central),0.0,3
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,60.0,2.0,446400.0,1100.0,Charlotte City (Northeast),0.0,4
Rented,2,0.0,Married couple household,1.0,70.0,1.0,39000.0,980.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,280.0,1.0,16000.0,1200.0,Charlotte City (Northeast),1.0,3
Rented,2,0.0,Married couple household,1.0,390.0,1.0,33600.0,100.0,Charlotte City (Southwest),0.0,6
Rented,2,0.0,Married couple household,1.0,120.0,1.0,106000.0,1400.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,0.0,29100.0,760.0,Charlotte City (Northeast),1.0,2
Rented,2,0.0,Married couple household,1.0,50.0,2.0,48600.0,1600.0,Charlotte City (South),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,55000.0,1500.0,Charlotte City (Southwest),1.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,130.0,1.0,22000.0,1200.0,Charlotte City (Southwest),1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,32800.0,550.0,Charlotte City (Northwest),0.0,5
Rented,2,0.0,Married couple household,1.0,60.0,1.0,122000.0,1100.0,Charlotte City (South),0.0,2
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,40.0,2.0,123000.0,1000.0,Charlotte City (South),0.0,5
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,50.0,2.0,78000.0,1100.0,Charlotte City (Central),0.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,40.0,1.0,58000.0,890.0,Charlotte City (Southwest),0.0,3
Rented,4,2.0,Married couple household,1.0,90.0,1.0,70000.0,1200.0,Charlotte City (Southwest),0.0,3
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,80.0,2.0,39000.0,950.0,Mecklenburg County (South)--Matthews Town (South),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,21000.0,530.0,Charlotte City (Central),1.0,4
Rented,2,0.0,Married couple household,1.0,150.0,2.0,113000.0,1500.0,Charlotte City (South),0.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,80.0,2.0,34000.0,910.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,0.0,17000.0,160.0,Charlotte City (Northeast),0.0,3
Rented,3,1.0,Married couple household,1.0,110.0,2.0,111000.0,1900.0,Charlotte City (South),0.0,7
Rented,4,1.0,Married couple household,1.0,130.0,2.0,50000.0,900.0,Charlotte City (Northwest),0.0,4
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,50.0,1.0,18000.0,730.0,Charlotte City (Central),1.0,3
Rented,5,2.0,Married couple household,1.0,200.0,2.0,74850.0,1000.0,Charlotte City (Central),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,0.0,0.0,910.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,5
Rented,4,2.0,Married couple household,1.0,110.0,1.0,110000.0,1500.0,Charlotte City (South),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,1.0,0.0,1200.0,Charlotte City (Northeast),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,90.0,1.0,437000.0,1300.0,Charlotte City (South),0.0,4
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,60.0,1.0,40100.0,4.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,30.0,1.0,125000.0,1900.0,Mecklenburg County (South)--Matthews Town (South),0.0,8
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,48000.0,930.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,4
Rented,2,0.0,Married couple household,2.0,160.0,2.0,44000.0,750.0,Charlotte City (Northwest),0.0,4
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,100.0,2.0,50000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,4,2.0,Married couple household,1.0,80.0,1.0,98000.0,1400.0,Charlotte City (South),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,138000.0,1100.0,Charlotte City (Southwest),0.0,3
Rented,2,0.0,Married couple household,1.0,80.0,2.0,91500.0,930.0,Charlotte City (South),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,30000.0,630.0,Mecklenburg County (South)--Matthews Town (South),0.0,4
Rented,5,1.0,Married couple household,1.0,150.0,3.0,115660.0,880.0,Charlotte City (Northwest),0.0,10
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,60.0,1.0,35800.0,680.0,Charlotte City (Northwest),0.0,4
Rented,2,0.0,Married couple household,1.0,80.0,2.0,56500.0,1000.0,Charlotte City (Central),0.0,4
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,40.0,4.0,62000.0,920.0,Charlotte City (Southwest),0.0,4
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,330.0,0.0,9600.0,600.0,Charlotte City (Southwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,30000.0,1100.0,Charlotte City (South),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,55000.0,1000.0,Charlotte City (Central),0.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,2.0,110.0,0.0,52000.0,800.0,Charlotte City (Northeast),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,180.0,1.0,32000.0,1200.0,Charlotte City (Northeast),1.0,4
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,130.0,0.0,5000.0,370.0,Charlotte City (Central),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,31650.0,1500.0,Mecklenburg County (South)--Matthews Town (South),1.0,3
Rented,2,0.0,Married couple household,1.0,100.0,2.0,75000.0,890.0,Charlotte City (South),0.0,4
Rented,3,1.0,Married couple household,1.0,60.0,1.0,15000.0,570.0,Charlotte City (Northeast),1.0,3
Rented,4,2.0,Married couple household,1.0,100.0,2.0,24000.0,1800.0,Mecklenburg County (South)--Matthews Town (South),1.0,7
Rented,2,0.0,Married couple household,1.0,100.0,2.0,40100.0,1000.0,Mecklenburg County (South)--Matthews Town (South),1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,17700.0,670.0,Charlotte City (South),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,34500.0,900.0,Charlotte City (Northeast),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,2.0,37000.0,580.0,Mecklenburg County (South)--Matthews Town (South),0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,0.0,44100.0,120.0,Charlotte City (Southwest),0.0,4
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,240.0,0.0,1500.0,710.0,Charlotte City (Northeast),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,130.0,1.0,40000.0,670.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,3
Rented,3,1.0,Married couple household,1.0,40.0,2.0,147000.0,1300.0,Charlotte City (South),0.0,5
Rented,4,2.0,"Other family household: Male householder, no spouse present",1.0,220.0,1.0,52000.0,680.0,Charlotte City (Northwest),0.0,5
